folder	movie	character	line-count
Lionsgate	TIGERBELLES	back outside	2
Lionsgate	TIGERBELLES	wilma                        billie	2
Lionsgate	TIGERBELLES	a few yards away	2
Lionsgate	TIGERBELLES	eleanor                          wilma	2
Lionsgate	TIGERBELLES	driver	2
Lionsgate	TIGERBELLES	i won’t, coach.	2
Lionsgate	TIGERBELLES	i won’t, daddy.	1
Lionsgate	TIGERBELLES	at robert’s pickup truck	1
Lionsgate	TIGERBELLES	a-phi-a!	1
Lionsgate	TIGERBELLES	rival frat guy	1
Lionsgate	TIGERBELLES	edwina                         lloyd	1
Lionsgate	TIGERBELLES	but i don’t know.	1
Lionsgate	TIGERBELLES	know what i saw.	1
Lionsgate	TIGERBELLES	little event, i would.	1
Lionsgate	TIGERBELLES	at the convertible	1
Lionsgate	TIGERBELLES	finals	1
Lionsgate	TIGERBELLES	billie                        eleanor	1
Lionsgate	Unbreakable	scott	604
Lionsgate	Unbreakable	austin	451
Lionsgate	Unbreakable	teresa	375
Lionsgate	Unbreakable	joe	67
Lionsgate	Unbreakable	logan	51
Lionsgate	Unbreakable	doctor	29
Lionsgate	Unbreakable	lori	25
Lionsgate	Unbreakable	tyler	22
Lionsgate	Unbreakable	preacher rick	18
Lionsgate	Unbreakable	scott’s dad	16
Lionsgate	Unbreakable	scott’s mom	15
Lionsgate	Unbreakable	ilene	12
Lionsgate	Unbreakable	teacher	8
Lionsgate	Unbreakable	justice	6
Lionsgate	Unbreakable	miles	6
Lionsgate	Unbreakable	dad	5
Lionsgate	Unbreakable	kind-faced doctor	4
Lionsgate	Unbreakable	everyone together	4
Lionsgate	Unbreakable	principal	4
Lionsgate	Unbreakable	austin and teresa	3
Lionsgate	Unbreakable	it’s party time!	2
Lionsgate	Unbreakable	man	2
Lionsgate	Unbreakable	i agree.	2
Lionsgate	Unbreakable	thought, thought.	1
Lionsgate	Unbreakable	nurse	1
Lionsgate	Unbreakable	cartoon dragon	1
Lionsgate	Unbreakable	please, please god.... please....	1
Lionsgate	Unbreakable	mom. mom!!!	1
Lionsgate	Unbreakable	seventy thousand dollars, teresa!	1
Lionsgate	Unbreakable	snickerdoodle. i know you’re	1
Lionsgate	Unbreakable	elderly man	1
Lionsgate	Unbreakable	crowd	1
Lionsgate	Unbreakable	i know i can.	1
Lionsgate	WHITEBIRD	sara	275
Lionsgate	WHITEBIRD	grand-mère	262
Lionsgate	WHITEBIRD	julien	185
Lionsgate	WHITEBIRD	vivienne	95
Lionsgate	WHITEBIRD	max	82
Lionsgate	WHITEBIRD	tourteau	62
Lionsgate	WHITEBIRD	vincent	46
Lionsgate	WHITEBIRD	mlle petitjean	43
Lionsgate	WHITEBIRD	rose	37
Lionsgate	WHITEBIRD	caroline	33
Lionsgate	WHITEBIRD	julian	32
Lionsgate	WHITEBIRD	pastor luc	26
Lionsgate	WHITEBIRD	m. lafleur	21
Lionsgate	WHITEBIRD	sophie	16
Lionsgate	WHITEBIRD	jerome	16
Lionsgate	WHITEBIRD	german commander	15
Lionsgate	WHITEBIRD	jean-paul	15
Lionsgate	WHITEBIRD	radio announcer	15
Lionsgate	WHITEBIRD	mariann	14
Lionsgate	WHITEBIRD	georges	14
Lionsgate	WHITEBIRD	mme. lafleur	10
Lionsgate	WHITEBIRD	rabbi bernstein	9
Lionsgate	WHITEBIRD	rose/ max	8
Lionsgate	WHITEBIRD	radio pundit	8
Lionsgate	WHITEBIRD	sara’s voice	7
Lionsgate	WHITEBIRD	blockade commander	6
Lionsgate	WHITEBIRD	milice driver	6
Lionsgate	WHITEBIRD	older patient	6
Lionsgate	WHITEBIRD	newsreel narrator	5
Lionsgate	WHITEBIRD	antoine	4
Lionsgate	WHITEBIRD	vivienne/jean paul/julien	4
Lionsgate	WHITEBIRD	mme. bernstein	4
Lionsgate	WHITEBIRD	bearded patient	4
Lionsgate	WHITEBIRD	grand-mere	4
Lionsgate	WHITEBIRD	receptionist	3
Lionsgate	WHITEBIRD	resistance fighter	3
Lionsgate	WHITEBIRD	pastor robert	3
Lionsgate	WHITEBIRD	milice commander	3
Lionsgate	WHITEBIRD	german soldier	3
Lionsgate	WHITEBIRD	crowd	3
Lionsgate	WHITEBIRD	madame ballou	2
Lionsgate	WHITEBIRD	boy’s voice	2
Lionsgate	WHITEBIRD	commander	2
Lionsgate	WHITEBIRD	teen boy’s voice	2
Lionsgate	WHITEBIRD	henri	2
Lionsgate	WHITEBIRD	sewer worker	2
Lionsgate	WHITEBIRD	milice officer	2
Lionsgate	WHITEBIRD	nervous patient	2
Lionsgate	WHITEBIRD	bandaged patient	2
Lionsgate	WHITEBIRD	border guard	2
Lionsgate	WHITEBIRD	julien/ sara	2
Lionsgate	WHITEBIRD	grand-mère                         julian	1
Lionsgate	WHITEBIRD	boy	1
Lionsgate	WHITEBIRD	bully	1
Lionsgate	WHITEBIRD	i know.	1
Lionsgate	WHITEBIRD	ruth	1
Lionsgate	WHITEBIRD	cagey neighbor	1
Lionsgate	WHITEBIRD	i was...dancing. what couldn’t	1
Lionsgate	WHITEBIRD	sara (cont'd)                       julien	1
Lionsgate	WHITEBIRD	old man	1
Lionsgate	WHITEBIRD	young man	1
Lionsgate	WHITEBIRD	lafleur	1
Lionsgate	WHITEBIRD	sara                          m. lafleur	1
Lionsgate	WHITEBIRD	another voice	1
Lionsgate	WHITEBIRD	m. laurent	1
Lionsgate	WHITEBIRD	german troop	1
Lionsgate	WHITEBIRD	blockade guard	1
Lionsgate	WHITEBIRD	guard	1
Lionsgate	WHITEBIRD	sara/julien	1
Lionsgate	WHITEBIRD	bearded prisoner	1
NBC Universal	BEAST_Spellcheck	nate	298
NBC Universal	BEAST_Spellcheck	martin	198
NBC Universal	BEAST_Spellcheck	mare	129
NBC Universal	BEAST_Spellcheck	jess	91
NBC Universal	BEAST_Spellcheck	likezo	25
NBC Universal	BEAST_Spellcheck	banji	11
NBC Universal	BEAST_Spellcheck	pilot	9
NBC Universal	BEAST_Spellcheck	man	5
NBC Universal	BEAST_Spellcheck	smash to:	4
NBC Universal	BEAST_Spellcheck	leader	3
NBC Universal	BEAST_Spellcheck	specs	3
NBC Universal	BEAST_Spellcheck	hammer. click.	1
NBC Universal	BEAST_Spellcheck	partner	1
NBC Universal	BEAST_Spellcheck	vppp. click.	1
NBC Universal	BEAST_Spellcheck	i don’t know.	1
NBC Universal	BEAST_Spellcheck	stillness. boom.	1
NBC Universal	BEAST_Spellcheck	dad!	1
NBC Universal	BEAST_Spellcheck	stay with nate	1
NBC Universal	BEAST_Spellcheck	wham.	1
NBC Universal	BEAST_Spellcheck	in the trunk	1
NBC Universal	BEAST_Spellcheck	jess?    mare?	1
NBC Universal	BEAST_Spellcheck	dodger	1
NBC Universal	BEAST_Spellcheck	leader. this is likezo.	1
NBC Universal	BEAST_Spellcheck	nisaidie kumpeleka!	1
NBC Universal	BEAST_Spellcheck	the survival knife.	1
NBC Universal	BEAST_Spellcheck	kkkkssshhhhhhhhhhhhh	1
NBC Universal	BEAST_Spellcheck	wham.   wham.	1
NBC Universal	BEAST_Spellcheck	scream--no--battle cry.       whack.	1
NBC Universal	BEAST_Spellcheck	woooooooooooooosh.	1
NBC Universal	BEAST_Spellcheck	the girls	1
NBC Universal	BEAST_Spellcheck	run.	1
NBC Universal	BEAST_Spellcheck	mare/jess	1
NBC Universal	BEAST_Spellcheck	there.	1
NBC Universal	BEAST_Spellcheck	the lion	1
NBC Universal	BEAST_Spellcheck	and our screen	1
NBC Universal	BRONZEVILLE	everett	202
NBC Universal	BRONZEVILLE	casper	121
NBC Universal	BRONZEVILLE	eloise	110
NBC Universal	BRONZEVILLE	jimmy	103
NBC Universal	BRONZEVILLE	randolph	103
NBC Universal	BRONZEVILLE	jesse	93
NBC Universal	BRONZEVILLE	lisa	78
NBC Universal	BRONZEVILLE	zeke	48
NBC Universal	BRONZEVILLE	better offer	45
NBC Universal	BRONZEVILLE	cermak	44
NBC Universal	BRONZEVILLE	arthur	24
NBC Universal	BRONZEVILLE	roxy	22
NBC Universal	BRONZEVILLE	lucky	18
NBC Universal	BRONZEVILLE	moreland	15
NBC Universal	BRONZEVILLE	gun pete	14
NBC Universal	BRONZEVILLE	mr. ferguson	13
NBC Universal	BRONZEVILLE	rough man	13
NBC Universal	BRONZEVILLE	lester	12
NBC Universal	BRONZEVILLE	white man	9
NBC Universal	BRONZEVILLE	bosko	9
NBC Universal	BRONZEVILLE	i know. i’m just....surprised.	8
NBC Universal	BRONZEVILLE	billy	7
NBC Universal	BRONZEVILLE	joe	7
NBC Universal	BRONZEVILLE	man	4
NBC Universal	BRONZEVILLE	linkwood	4
NBC Universal	BRONZEVILLE	maitre’d	4
NBC Universal	BRONZEVILLE	negro driver	4
NBC Universal	BRONZEVILLE	ponds	4
NBC Universal	BRONZEVILLE	woman	3
NBC Universal	BRONZEVILLE	black paper boy	3
NBC Universal	BRONZEVILLE	old woman	3
NBC Universal	BRONZEVILLE	spectator	3
NBC Universal	BRONZEVILLE	hazel	3
NBC Universal	BRONZEVILLE	large man	2
NBC Universal	BRONZEVILLE	policy customer	2
NBC Universal	BRONZEVILLE	heavy	2
NBC Universal	BRONZEVILLE	everett                            jesse	2
NBC Universal	BRONZEVILLE	cops	2
NBC Universal	BRONZEVILLE	title: osceola, arkansas	1
NBC Universal	BRONZEVILLE	man at door	1
NBC Universal	BRONZEVILLE	jimmy (cont’d)                       arthur	1
NBC Universal	BRONZEVILLE	union buster	1
NBC Universal	BRONZEVILLE	sap man	1
NBC Universal	BRONZEVILLE	burly dude	1
NBC Universal	BRONZEVILLE	eloise                           lisa	1
NBC Universal	BRONZEVILLE	zeke                              jesse	1
NBC Universal	BRONZEVILLE	white driver	1
NBC Universal	BRONZEVILLE	bull	1
NBC Universal	BRONZEVILLE	random bull	1
NBC Universal	BRONZEVILLE	rough man 1	1
NBC Universal	BRONZEVILLE	policy banker	1
NBC Universal	BRONZEVILLE	secretray	1
NBC Universal	BRONZEVILLE	esther	1
NBC Universal	BRONZEVILLE	butler	1
NBC Universal	BRONZEVILLE	everett                          jesse	1
NBC Universal	FIRESTARTER	andy	355
NBC Universal	FIRESTARTER	charlie	281
NBC Universal	FIRESTARTER	captain hollister	141
NBC Universal	FIRESTARTER	vicky	132
NBC Universal	FIRESTARTER	irv	105
NBC Universal	FIRESTARTER	rainbird	39
NBC Universal	FIRESTARTER	wanless	28
NBC Universal	FIRESTARTER	unseen man	27
NBC Universal	FIRESTARTER	ms. gardner	27
NBC Universal	FIRESTARTER	agent jules	27
NBC Universal	FIRESTARTER	dwayne	23
NBC Universal	FIRESTARTER	principal lewis	20
NBC Universal	FIRESTARTER	sheriff perry	16
NBC Universal	FIRESTARTER	darla	15
NBC Universal	FIRESTARTER	news reporter	11
NBC Universal	FIRESTARTER	gavin	8
NBC Universal	FIRESTARTER	officer pierce	8
NBC Universal	FIRESTARTER	dwayne's wife	6
NBC Universal	FIRESTARTER	smack!	4
NBC Universal	FIRESTARTER	operator	4
NBC Universal	FIRESTARTER	boom.	4
NBC Universal	FIRESTARTER	young nurse	4
NBC Universal	FIRESTARTER	cashier	4
NBC Universal	FIRESTARTER	a satellite image	3
NBC Universal	FIRESTARTER	stop it!	3
NBC Universal	FIRESTARTER	crack!	3
NBC Universal	FIRESTARTER	later	3
NBC Universal	FIRESTARTER	she follows the river	3
NBC Universal	FIRESTARTER	second kid	3
NBC Universal	FIRESTARTER	third kid	3
NBC Universal	FIRESTARTER	moments later	3
NBC Universal	FIRESTARTER	chubby guy	3
NBC Universal	FIRESTARTER	bus driver	3
NBC Universal	FIRESTARTER	agent	3
NBC Universal	FIRESTARTER	female agent	3
NBC Universal	FIRESTARTER	female agent/gail	3
NBC Universal	FIRESTARTER	lead soldier	3
NBC Universal	FIRESTARTER	eyeless young man	2
NBC Universal	FIRESTARTER	then he charges her--	2
NBC Universal	FIRESTARTER	aaaaaaaaaaaaaaahhhhhhh!	2
NBC Universal	FIRESTARTER	a beat, thinking...	2
NBC Universal	FIRESTARTER	i don’t, i’m sorry.	2
NBC Universal	FIRESTARTER	dwayne’s wife	2
NBC Universal	FIRESTARTER	at the truck	2
NBC Universal	FIRESTARTER	at a side window	2
NBC Universal	FIRESTARTER	then she wakes up.	2
NBC Universal	FIRESTARTER	first kid	2
NBC Universal	FIRESTARTER	at the elevator	2
NBC Universal	FIRESTARTER	moans and cracks.	2
NBC Universal	FIRESTARTER	gail	2
NBC Universal	FIRESTARTER	a black screen	1
NBC Universal	FIRESTARTER	back to:	1
NBC Universal	FIRESTARTER	a thousand bucks, huh?	1
NBC Universal	FIRESTARTER	hard splice to:	1
NBC Universal	FIRESTARTER	do but i can’t?	1
NBC Universal	FIRESTARTER	a long beat...	1
NBC Universal	FIRESTARTER	a tense beat...	1
NBC Universal	FIRESTARTER	i don’t. not anymore.	1
NBC Universal	FIRESTARTER	i feel weird...	1
NBC Universal	FIRESTARTER	mommy!	1
NBC Universal	FIRESTARTER	i miss her too.	1
NBC Universal	FIRESTARTER	appointed, dsi.	1
NBC Universal	FIRESTARTER	i won’t hurt you.	1
NBC Universal	FIRESTARTER	headstone. a curious sight.	1
NBC Universal	FIRESTARTER	back to scene	1
NBC Universal	FIRESTARTER	moment, i didn’t care.	1
NBC Universal	FIRESTARTER	...i promise.	1
NBC Universal	FIRESTARTER	freeze-frame again.	1
NBC Universal	FIRESTARTER	run charlie right now!!	1
NBC Universal	FIRESTARTER	then she lights it.	1
NBC Universal	FIRESTARTER	still later	1
NBC Universal	FIRESTARTER	the deer	1
NBC Universal	FIRESTARTER	at andy’s cell	1
NBC Universal	FIRESTARTER	now.	1
NBC Universal	FIRESTARTER	sleeve catches fire.	1
NBC Universal	FIRESTARTER	life. i should know.	1
NBC Universal	FIRESTARTER	i kept my promise.	1
NBC Universal	FIRESTARTER	automatic rifles and fire--	1
NBC Universal	KID SWAP	greg	541
NBC Universal	KID SWAP	nicole	444
NBC Universal	KID SWAP	june	441
NBC Universal	KID SWAP	randall	385
NBC Universal	KID SWAP	marty	137
NBC Universal	KID SWAP	amy	90
NBC Universal	KID SWAP	andrew	58
NBC Universal	KID SWAP	aaron	43
NBC Universal	KID SWAP	jasmine	22
NBC Universal	KID SWAP	raul	17
NBC Universal	KID SWAP	xander	10
NBC Universal	KID SWAP	jake paul	4
NBC Universal	KID SWAP	andrew / aaron	3
NBC Universal	KID SWAP	andrew/aaron	3
NBC Universal	KID SWAP	sir david	3
NBC Universal	KID SWAP	security guard	3
NBC Universal	KID SWAP	selfish piece of shit!	3
NBC Universal	KID SWAP	greg / nicole	2
NBC Universal	KID SWAP	june/randall	2
NBC Universal	KID SWAP	neighbor	2
NBC Universal	KID SWAP	random parent	2
NBC Universal	KID SWAP	randall’s boss	2
NBC Universal	KID SWAP	girls	2
NBC Universal	KID SWAP	greg/nicole	1
NBC Universal	KID SWAP	june                    randall	1
NBC Universal	KID SWAP	woman	1
NBC Universal	KID SWAP	elderly shopper	1
NBC Universal	KID SWAP	randall                          june	1
NBC Universal	KID SWAP	nicole                         randall	1
NBC Universal	KID SWAP	aaron                           andrew	1
NBC Universal	KID SWAP	andrew                            aaron	1
NBC Universal	KID SWAP	nicole/greg	1
NBC Universal	KID SWAP	patron	1
NBC Universal	KID SWAP	owner	1
NBC Universal	KID SWAP	see? i was right.	1
NBC Universal	KID SWAP	nicole                           greg	1
NBC Universal	KID SWAP	greg/nicole                      june/randall	1
NBC Universal	KID SWAP	amy & friends	1
NBC Universal	KID SWAP	i don’t really...	1
NBC Universal	KID SWAP	girl	1
NBC Universal	KID SWAP	mother	1
NBC Universal	PUDGE PATROL	astrid	298
NBC Universal	PUDGE PATROL	libby	228
NBC Universal	PUDGE PATROL	tearjerker	54
NBC Universal	PUDGE PATROL	brutus	54
NBC Universal	PUDGE PATROL	tate	36
NBC Universal	PUDGE PATROL	christine	34
NBC Universal	PUDGE PATROL	candace	33
NBC Universal	PUDGE PATROL	michelle	23
NBC Universal	PUDGE PATROL	varshidi	19
NBC Universal	PUDGE PATROL	simone	15
NBC Universal	PUDGE PATROL	dark hooded figure	12
NBC Universal	PUDGE PATROL	kaitlin	11
NBC Universal	PUDGE PATROL	eggs	11
NBC Universal	PUDGE PATROL	valerie	9
NBC Universal	PUDGE PATROL	newscaster	9
NBC Universal	PUDGE PATROL	crying woman	9
NBC Universal	PUDGE PATROL	nigel	8
NBC Universal	PUDGE PATROL	frick	7
NBC Universal	PUDGE PATROL	sparrow	7
NBC Universal	PUDGE PATROL	cross. so hot.	4
NBC Universal	PUDGE PATROL	grant	4
NBC Universal	PUDGE PATROL	theater gal	4
NBC Universal	PUDGE PATROL	theater guy	4
NBC Universal	PUDGE PATROL	mr. frick	4
NBC Universal	PUDGE PATROL	stoner	3
NBC Universal	PUDGE PATROL	tate’s voicemail	3
NBC Universal	PUDGE PATROL	heidi	3
NBC Universal	PUDGE PATROL	libby and astrid	2
NBC Universal	PUDGE PATROL	astrid’s mom janet	2
NBC Universal	PUDGE PATROL	jonas	2
NBC Universal	PUDGE PATROL	rude kid	2
NBC Universal	PUDGE PATROL	pam	2
NBC Universal	PUDGE PATROL	waiter	2
NBC Universal	PUDGE PATROL	astrid                            libby	2
NBC Universal	PUDGE PATROL	gas station	2
NBC Universal	PUDGE PATROL	voice	2
NBC Universal	PUDGE PATROL	at nasa.	1
NBC Universal	PUDGE PATROL	libby                             kaitlin	1
NBC Universal	PUDGE PATROL	any other day...absolutely nothing	1
NBC Universal	PUDGE PATROL	mean kid walking by	1
NBC Universal	PUDGE PATROL	astrid                           libby	1
NBC Universal	PUDGE PATROL	kids	1
NBC Universal	PUDGE PATROL	dumb kid	1
NBC Universal	Small Dark Look	gregory	308
NBC Universal	Small Dark Look	vladimir	246
NBC Universal	Small Dark Look	luda	164
NBC Universal	Small Dark Look	monty	52
NBC Universal	Small Dark Look	hunan	45
NBC Universal	Small Dark Look	dubinsky	37
NBC Universal	Small Dark Look	tashkar	22
NBC Universal	Small Dark Look	auctioneer	21
NBC Universal	Small Dark Look	interior minister	18
NBC Universal	Small Dark Look	ilkay	12
NBC Universal	Small Dark Look	leon	11
NBC Universal	Small Dark Look	tony	11
NBC Universal	Small Dark Look	mikhail	11
NBC Universal	Small Dark Look	clown	10
NBC Universal	Small Dark Look	interviewer	10
NBC Universal	Small Dark Look	priest	7
NBC Universal	Small Dark Look	receptionist	6
NBC Universal	Small Dark Look	bracelet tattoos.          at	5
NBC Universal	Small Dark Look	shopkeeper	5
NBC Universal	Small Dark Look	day                        at	5
NBC Universal	Small Dark Look	assistant	5
NBC Universal	Small Dark Look	mercedes.                  at	5
NBC Universal	Small Dark Look	doorman	4
NBC Universal	Small Dark Look	gregor	3
NBC Universal	Small Dark Look	vladmimir	3
NBC Universal	Small Dark Look	sacha	3
NBC Universal	Small Dark Look	nikolai	2
NBC Universal	Small Dark Look	a pause.	2
NBC Universal	Small Dark Look	valerie	1
NBC Universal	Small Dark Look	...and i can’t breathe.	1
NBC Universal	Small Dark Look	clara	1
NBC Universal	Small Dark Look	sat nav	1
NBC Universal	Small Dark Look	i am).	1
NBC Universal	Small Dark Look	i know it’s stupid.	1
NBC Universal	Small Dark Look	possession. a legally owned	1
NBC Universal	Small Dark Look	i know..	1
NBC Universal	Small Dark Look	doctor	1
NBC Universal	Small Dark Look	voice	1
NBC Universal	Small Dark Look	inferno.....               at	1
NBC Universal	Small Dark Look	gregory.to be written)	1
NBC Universal	Small Dark Look	minister	1
NBC Universal	Small Dark Look	russian girl	1
NBC Universal	Small Dark Look	waiter	1
NBC Universal	THE GRACE YEAR	tierney	477
NBC Universal	THE GRACE YEAR	kiersten	169
NBC Universal	THE GRACE YEAR	ryker	118
NBC Universal	THE GRACE YEAR	gertrude	87
NBC Universal	THE GRACE YEAR	abe	78
NBC Universal	THE GRACE YEAR	michael	75
NBC Universal	THE GRACE YEAR	young man	63
NBC Universal	THE GRACE YEAR	mr. welk	51
NBC Universal	THE GRACE YEAR	hannah	23
NBC Universal	THE GRACE YEAR	aunt linny	20
NBC Universal	THE GRACE YEAR	jenna	15
NBC Universal	THE GRACE YEAR	anders	14
NBC Universal	THE GRACE YEAR	jessica	11
NBC Universal	THE GRACE YEAR	martha	11
NBC Universal	THE GRACE YEAR	dena	10
NBC Universal	THE GRACE YEAR	meg	8
NBC Universal	THE GRACE YEAR	helen	8
NBC Universal	THE GRACE YEAR	tommy	7
NBC Universal	THE GRACE YEAR	penny	6
NBC Universal	THE GRACE YEAR	clara	6
NBC Universal	THE GRACE YEAR	bible reader	6
NBC Universal	THE GRACE YEAR	rachel	6
NBC Universal	THE GRACE YEAR	tammy	5
NBC Universal	THE GRACE YEAR	short guard	5
NBC Universal	THE GRACE YEAR	it's... complicated. i helped	5
NBC Universal	THE GRACE YEAR	betsy	3
NBC Universal	THE GRACE YEAR	tall guard	3
NBC Universal	THE GRACE YEAR	behind her	2
NBC Universal	THE GRACE YEAR	staggering girl	2
NBC Universal	THE GRACE YEAR	laura	2
NBC Universal	THE GRACE YEAR	guards	2
NBC Universal	THE GRACE YEAR	vivian	2
NBC Universal	THE GRACE YEAR	girls	2
NBC Universal	THE GRACE YEAR	lucy	2
NBC Universal	THE GRACE YEAR	poacher	2
NBC Universal	THE GRACE YEAR	abe / aunt linny	1
NBC Universal	THE GRACE YEAR	fruit vendor	1
NBC Universal	THE GRACE YEAR	woman	1
NBC Universal	THE GRACE YEAR	girl	1
NBC Universal	THE GRACE YEAR	frantic mother	1
NBC Universal	THE GRACE YEAR	other girls	1
NBC Universal	THE GRACE YEAR	girl behind her	1
NBC Universal	THE GRACE YEAR	keirsten	1
NBC Universal	THE GRACE YEAR	in the crowd	1
NBC Universal	THE GRACE YEAR	figure	1
NBC Universal	THE GRACE YEAR	guard	1
NBC Universal	THE GRACE YEAR	young tierney	1
NBC Universal	THE GRACE YEAR	tierney's mother	1
