S,N,C,D,E,T,error,prob,type
0.9590643274853801,0.8967762943666558,0.9814612868047983,0.9555851063829788,0.8825136612021858,0.9264705882352942,no error,,original
0.0029239766081871343,0.0019537609899055682,0.9929116684841875,0.9632978723404255,0.9480874316939891,0.014705882352941176,no error,,contiguous
0.9590643274853802,0.8967762943666558,0.9814612868047983,0.9555851063829787,0.8825136612021858,0.926470588235294,replace_name_with_scene_kw,0.01,original
0.0029239766081871343,0.0019537609899055687,0.9929116684841877,0.9632978723404257,0.9480874316939889,0.014705882352941176,replace_name_with_scene_kw,0.01,contiguous
0.9590643274853802,0.8967762943666558,0.9816793893129772,0.9557446808510637,0.8825136612021858,0.926470588235294,replace_name_with_scene_kw,0.05,original
0.0029239766081871343,0.0019537609899055687,0.9931297709923665,0.9632978723404257,0.9480874316939889,0.014705882352941176,replace_name_with_scene_kw,0.05,contiguous
0.9590643274853802,0.8967762943666558,0.9820065430752454,0.9560904255319148,0.8825136612021858,0.926470588235294,replace_name_with_scene_kw,0.1,original
0.0029239766081871343,0.0019537609899055687,0.9934569247546348,0.9632978723404257,0.9480874316939889,0.014705882352941176,replace_name_with_scene_kw,0.1,contiguous
0.9590643274853802,0.8967762943666558,0.9822246455834243,0.9565425531914894,0.8825136612021858,0.926470588235294,replace_name_with_scene_kw,0.15,original
0.0029239766081871343,0.0019537609899055687,0.9937840785169028,0.9632978723404257,0.9480874316939889,0.014705882352941176,replace_name_with_scene_kw,0.15,contiguous
0.9590643274853802,0.8967762943666558,0.9823882224645584,0.9568351063829788,0.8825136612021858,0.926470588235294,replace_name_with_scene_kw,0.2,original
0.0029239766081871343,0.0019537609899055687,0.993620501635769,0.9632978723404257,0.9480874316939889,0.014705882352941176,replace_name_with_scene_kw,0.2,contiguous
0.9590643274853802,0.8967762943666558,0.982824427480916,0.9573936170212765,0.8825136612021858,0.926470588235294,replace_name_with_scene_kw,0.3,original
0.0029239766081871343,0.0019537609899055687,0.9943838604143946,0.9632978723404257,0.9480874316939889,0.014705882352941176,replace_name_with_scene_kw,0.3,contiguous
0.9590643274853802,0.8967762943666558,0.9837513631406761,0.9579521276595744,0.8825136612021858,0.926470588235294,replace_name_with_scene_kw,0.4,original
0.0029239766081871343,0.0019537609899055687,0.9950926935659761,0.9632978723404257,0.9480874316939889,0.014705882352941176,replace_name_with_scene_kw,0.4,contiguous
0.9590643274853802,0.8967762943666558,0.984351145038168,0.9584840425531913,0.8825136612021858,0.926470588235294,replace_name_with_scene_kw,0.5,original
0.0029239766081871343,0.0019537609899055687,0.995474372955289,0.9632978723404257,0.9480874316939889,0.014705882352941176,replace_name_with_scene_kw,0.5,contiguous
0.9590643274853802,0.8967762943666558,0.9847873500545254,0.9588563829787236,0.8825136612021858,0.926470588235294,replace_name_with_scene_kw,0.6,original
0.0029239766081871343,0.0019537609899055687,0.9960741548527808,0.9632978723404257,0.9480874316939889,0.014705882352941176,replace_name_with_scene_kw,0.6,contiguous
0.9590643274853802,0.8967762943666558,0.9852780806979279,0.9592553191489361,0.8825136612021858,0.926470588235294,replace_name_with_scene_kw,0.7,original
0.0029239766081871343,0.0019537609899055687,0.9967829880043622,0.9632978723404257,0.9480874316939889,0.014705882352941176,replace_name_with_scene_kw,0.7,contiguous
0.9590643274853802,0.8967762943666558,0.9857688113413303,0.9601595744680852,0.8825136612021858,0.926470588235294,replace_name_with_scene_kw,0.8,original
0.0029239766081871343,0.0019537609899055687,0.9977099236641223,0.9632978723404257,0.9480874316939889,0.014705882352941176,replace_name_with_scene_kw,0.8,contiguous
0.9590643274853802,0.8967762943666558,0.9862595419847328,0.9603989361702127,0.8825136612021858,0.926470588235294,replace_name_with_scene_kw,0.9,original
0.0029239766081871343,0.0019537609899055687,0.9978189749182116,0.9632978723404257,0.9480874316939889,0.014705882352941176,replace_name_with_scene_kw,0.9,contiguous
0.9590643274853802,0.8973949853467926,0.9743729552889858,0.9497074468085106,0.878415300546448,0.926470588235294,replace_name_with_transition_kw,0.01,original
